Unnamed: 0,Player,Team,Age,GP,W,L,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,GP RANK,W RANK,L RANK,MIN RANK,PTS RANK,FGM RANK,FGA RANK,FG% RANK,3PM RANK,3PA RANK,3P% RANK,FTM RANK,FTA RANK,FT% RANK,OREB RANK,DREB RANK,REB RANK,AST RANK,TOV RANK,STL RANK,BLK RANK,PF RANK,FP RANK,DD2 RANK,TD3 RANK,+/- RANK,Rookie Season
12,Renaldo Balkman,NYK,22,46,20,26,612.7,175,73,164,44.5,4,23,17.4,25,48,52.1,48,115,163,31,35,35,32,96,583,1,0,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-07
13,Tyrus Thomas,CHI,20,46,26,20,494.3,167,60,140,42.9,0,2,0.0,47,85,55.3,46,87,133,20,53,25,46,95,517,1,0,65,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-07
14,Ronnie Brewer,UTA,22,38,26,12,452.3,166,66,128,51.6,0,7,0.0,34,50,68.0,25,27,52,14,15,26,5,32,327,0,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-07
15,Thabo Sefolosha,CHI,23,48,26,22,568.1,161,69,159,43.4,6,19,31.6,17,32,53.1,24,72,96,41,41,24,7,66,390,0,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-07
16,Sergio Rodriguez,POR,21,41,16,25,487.1,145,61,134,45.5,15,48,31.3,8,9,88.9,9,46,55,137,39,22,2,44,450,1,0,-23,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-07
17,JJ Redick,ORL,23,19,9,10,309.8,125,40,95,42.1,18,46,39.1,27,32,84.4,2,20,22,17,9,9,0,29,195,0,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-07
18,Cedric Simmons,NOK,21,37,16,21,500.9,116,50,120,41.7,0,0,0.0,16,32,50.0,41,60,101,12,21,7,21,70,318,0,0,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-07
19,Hilton Armstrong,NOK,22,35,17,18,384.4,111,44,88,50.0,0,0,0.0,23,41,56.1,37,58,95,6,21,11,15,46,291,0,0,-33,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-07
20,Josh Boone,NJN,22,33,17,16,283.5,91,33,64,51.6,0,0,0.0,25,49,51.0,30,49,79,5,11,6,10,36,230,0,0,-34,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-07
21,Quincy Douby,SAC,23,30,12,18,210.8,73,30,78,38.5,8,30,26.7,5,8,62.5,9,10,19,7,6,10,2,11,136,0,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-07
22,Kyle Lowry,MEM,21,10,2,8,175.4,56,14,38,36.8,3,8,37.5,25,28,89.3,12,19,31,32,12,14,1,20,174,0,0,60,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-07
23,Mardy Collins,NYK,22,27,12,15,117.8,39,14,42,33.3,3,11,27.3,8,14,57.1,4,10,14,4,7,4,0,15,67,0,0,-26,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-07
23,Shawne Williams,IND,21,21,13,8,136.3,39,17,40,42.5,5,14,35.7,0,2,0.0,10,11,21,5,6,1,5,18,84,0,0,-29,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-07
25,Maurice Ager,DAL,23,19,16,3,70.8,25,9,30,30.0,1,6,16.7,6,10,60.0,0,5,5,4,6,1,0,12,34,0,0,-14,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-07
25,Mouhamed Sene,SEA,21,18,4,14,92.1,25,8,22,36.4,0,0,0.0,9,19,47.4,4,14,18,0,7,3,7,23,70,0,0,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-07
25,Patrick O'Bryant,GSW,21,13,4,9,100.3,25,7,25,28.0,0,0,0.0,11,15,73.3,6,8,14,8,5,6,7,23,88,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-07
25,Shannon Brown,CLE,21,11,7,4,104.4,25,10,34,29.4,1,10,10.0,4,7,57.1,4,10,14,7,6,4,2,13,64,0,0,-22,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-07
1,Kevin Durant,SEA,19,50,13,37,1655.7,968,345,858,40.2,48,170,28.2,230,266,86.5,36,169,205,111,139,48,53,71,1545,0,0,-367,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-08
2,Al Thornton,LAC,24,47,17,30,1057.5,494,190,439,43.3,22,65,33.8,92,130,70.8,49,127,176,43,58,23,17,107,832,1,0,-174,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-08
3,Yi Jianlian,MIL,20,51,18,33,1375.8,491,191,438,43.6,6,21,28.6,103,124,83.1,93,199,292,46,73,32,49,121,1080,1,0,-191,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-08
4,Al Horford,ATL,22,49,22,27,1527.5,452,183,388,47.2,0,4,0.0,86,130,66.2,148,340,488,58,87,42,50,172,1314,11,0,-59,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-08
5,Jeff Green,SEA,21,49,12,37,1201.2,421,165,375,44.0,4,26,15.4,87,125,69.6,65,151,216,66,91,20,32,118,844,2,0,-301,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-08
6,Sean Williams,NJN,21,48,20,28,1011.8,360,143,261,54.8,0,0,0.0,74,119,62.2,101,163,264,21,56,23,93,144,1000,2,0,-166,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-08
7,Nick Young,WAS,23,49,22,27,697.7,322,116,288,40.3,22,58,37.9,68,83,81.9,15,49,64,44,58,21,4,85,482,0,0,-70,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-08
8,Thaddeus Young,PHI,20,45,21,24,785.5,297,132,253,52.2,2,8,25.0,31,44,70.5,73,101,174,28,40,35,7,57,634,0,0,70,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-08
9,Daequan Cook,MIA,21,39,5,34,761.3,282,105,274,38.3,35,117,29.9,37,41,90.2,13,77,90,40,32,10,5,90,463,0,0,-143,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-08
10,Corey Brewer,MIN,22,50,9,41,1139.5,268,107,302,35.4,6,31,19.4,48,66,72.7,46,141,187,71,62,45,18,115,726,0,0,-186,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-08
11,Jason Smith,PHI,22,51,23,28,782.0,246,106,230,46.1,2,9,22.2,32,49,65.3,55,106,161,15,34,15,33,93,572,0,0,-22,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-08
12,Joakim Noah,CHI,23,44,19,25,700.8,221,80,182,44.0,0,1,0.0,61,95,64.2,86,119,205,42,41,30,23,88,648,3,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-08
13,Mike Conley,MEM,20,23,6,17,603.9,203,75,168,44.6,10,38,26.3,43,59,72.9,11,46,57,105,36,21,1,26,459,1,0,-101,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-08
14,Jared Dudley,CHA,22,44,16,28,606.6,201,81,169,47.9,3,18,16.7,36,56,64.3,63,78,141,37,32,24,3,59,475,2,0,-78,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-08
15,Arron Afflalo,DET,22,49,36,13,595.8,173,61,146,41.8,7,33,21.2,44,58,75.9,21,59,80,32,23,16,3,46,351,0,0,83,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-08
16,Acie Law,ATL,23,39,16,23,652.2,164,66,177,37.3,5,30,16.7,27,34,79.4,11,34,45,89,43,21,0,56,372,0,0,-68,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-08
17,Rodney Stuckey,DET,22,27,21,6,439.2,159,60,154,39.0,1,8,12.5,38,49,77.6,11,35,46,67,27,23,1,54,360,0,0,-30,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-08
18,Aaron Brooks,HOU,23,31,20,11,400.6,158,58,146,39.7,21,73,28.8,21,25,84.0,10,24,34,55,30,10,4,44,293,0,0,-17,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-08
19,Spencer Hawes,SAC,20,43,21,22,350.4,128,52,118,44.1,2,13,15.4,22,28,78.6,30,60,90,9,20,5,9,51,272,0,0,-30,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-08
20,Javaris Crittenton,MEM,20,26,18,8,218.2,89,32,66,48.5,1,5,20.0,24,38,63.2,9,20,29,20,26,7,0,14,149,0,0,-38,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-08
21,Julian Wright,NOH,21,31,21,10,253.8,61,27,56,48.2,0,1,0.0,7,14,50.0,11,40,51,15,14,7,6,12,170,0,0,-43,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-08
22,Brandan Wright,GSW,20,17,10,7,120.3,53,20,42,47.6,0,0,0.0,13,21,61.9,17,21,38,5,7,2,1,15,108,0,0,-31,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-08
23,Marco Belinelli,GSW,22,21,10,11,164.0,51,19,61,31.1,9,29,31.0,4,5,80.0,2,7,9,10,10,3,0,12,76,0,0,-56,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-08
23,Oleksiy Pecherov,WAS,22,15,7,8,136.8,51,20,54,37.0,6,28,21.4,5,10,50.0,6,18,24,3,8,2,3,10,91,0,0,-36,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-08
25,Wilson Chandler,NYK,21,9,2,7,66.2,25,11,29,37.9,0,1,0.0,3,5,60.0,3,10,13,3,6,3,1,13,51,0,0,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-08
26,Ian Mahinmi,SAS,21,6,6,0,22.6,21,6,12,50.0,0,0,0.0,9,9,100.0,0,5,5,1,2,0,4,4,39,0,0,-14,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-08
27,Alando Tucker,PHX,24,5,5,0,22.5,12,5,12,41.7,1,3,33.3,1,2,50.0,2,1,3,0,0,0,1,2,19,0,0,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-08
28,Morris Almond,UTA,23,6,6,0,25.3,3,1,9,11.1,0,2,0.0,1,2,50.0,0,0,0,1,0,1,0,3,8,0,0,-11,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-08
1,O.J. Mayo,MEM,21,52,15,37,1972.3,1006,371,839,44.2,99,257,38.5,165,189,87.3,40,182,222,148,134,55,8,128,1549,1,0,-294,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-09
2,Derrick Rose,CHI,20,53,23,30,1950.5,899,380,804,47.3,15,58,25.9,124,157,79.0,59,132,191,335,133,44,12,83,1666,6,0,-136,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-09
3,Russell Westbrook,OKC,20,53,13,40,1680.8,797,273,670,40.7,24,81,29.6,227,281,80.8,120,128,248,260,166,74,11,123,1574,5,0,-76,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-09
4,Eric Gordon,LAC,20,53,13,40,1749.4,779,252,566,44.5,82,220,37.3,193,223,86.5,26,102,128,137,102,53,24,122,1267,0,0,-239,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-09
5,Michael Beasley,MIA,20,51,28,23,1240.8,680,270,594,45.5,21,55,38.2,119,155,76.8,70,199,269,46,89,25,25,124,1133,5,0,-17,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-09
6,Brook Lopez,NJN,21,53,24,29,1587.1,654,279,549,50.8,0,0,0.0,96,118,81.4,155,275,430,43,98,28,98,162,1515,12,0,-14,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-09
7,Jason Thompson,SAC,22,54,11,43,1418.1,564,225,450,50.0,0,7,0.0,114,160,71.3,135,231,366,56,97,30,29,199,1167,9,0,-190,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-09
8,Rudy Fernandez,POR,24,51,32,19,1337.9,540,175,421,41.6,103,265,38.9,87,98,88.8,42,109,151,114,67,45,10,76,990,0,0,119,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-09
9,D.J. Augustin,CHA,21,42,16,26,1210.6,536,168,406,41.4,69,167,41.3,131,143,91.6,11,71,82,169,82,23,0,90,875,1,0,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-09
10,Kevin Love,MIN,20,51,17,34,1214.8,479,166,368,45.1,2,14,14.3,145,187,77.5,179,267,446,60,72,20,30,127,1182,13,0,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-09
11,Greg Oden,POR,21,46,28,18,1052.6,412,154,271,56.8,0,0,0.0,104,164,63.4,134,199,333,30,72,23,53,180,1013,16,0,70,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-09
12,Marreese Speights,PHI,21,48,27,21,744.0,391,163,304,53.6,1,4,25.0,64,81,79.0,77,105,182,20,32,20,40,106,787,0,0,-18,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-09
13,Ryan Anderson,NJN,21,46,21,25,901.3,332,109,280,38.9,46,126,36.5,68,83,81.9,72,146,218,35,46,27,13,117,720,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-09
14,Courtney Lee,ORL,23,46,35,11,1029.1,328,126,272,46.3,40,95,42.1,36,46,78.3,7,86,93,53,41,45,10,80,643,0,0,180,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-09
15,George Hill,SAS,23,49,35,14,875.4,325,108,271,39.9,18,51,35.3,91,117,77.8,23,94,117,97,51,28,13,106,683,1,0,39,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-09
16,JaVale McGee,WAS,21,47,10,37,721.0,298,119,246,48.4,0,0,0.0,60,95,63.2,80,116,196,11,33,20,48,98,721,3,0,-236,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-09
17,Brandon Rush,IND,23,47,18,29,989.6,282,109,280,38.9,37,104,35.6,27,39,69.2,28,94,122,39,48,29,20,77,586,1,0,-166,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-09
18,Roy Hibbert,IND,22,43,15,28,512.0,259,108,205,52.7,0,0,0.0,43,65,66.2,51,64,115,31,31,10,39,110,560,0,0,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-09
19,Darrell Arthur,MEM,21,46,12,34,917.3,258,114,280,40.7,0,1,0.0,30,44,68.2,59,145,204,25,35,32,29,126,688,2,0,-199,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-09
20,Nicolas Batum,POR,20,52,32,20,909.5,244,91,220,41.4,39,113,34.5,23,31,74.2,47,101,148,49,37,32,27,84,635,0,0,70,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-09
21,Kosta Koufos,UTA,20,47,26,21,554.1,222,93,184,50.5,0,0,0.0,36,51,70.6,50,87,137,20,26,12,30,68,516,0,0,-13,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-09
22,Anthony Randolph,GSW,19,36,12,24,461.9,210,86,201,42.8,0,2,0.0,38,54,70.4,54,95,149,21,43,18,34,58,533,2,0,-38,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-09
23,JJ Hickson,CLE,20,44,34,10,511.9,194,81,151,53.6,0,0,0.0,32,51,62.7,39,80,119,7,29,10,25,63,423,0,0,-48,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-09
24,Jerryd Bayless,POR,20,32,18,14,481.6,187,55,142,38.7,6,23,26.1,71,85,83.5,7,36,43,57,40,14,1,60,329,0,0,27,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-09
25,Joe Alexander,MIL,22,39,17,22,443.5,169,65,150,43.3,10,29,34.5,29,40,72.5,31,44,75,21,32,8,17,62,334,0,0,-43,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-09
26,Donte Greene,SAC,21,29,6,23,375.2,118,43,119,36.1,12,46,26.1,20,25,80.0,10,38,48,13,16,6,4,35,209,0,0,-50,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-09
27,Robin Lopez,PHX,21,33,15,18,359.2,95,37,70,52.9,0,0,0.0,21,36,58.3,27,28,55,5,13,7,21,50,240,0,0,-52,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-09
28,Danilo Gallinari,NYK,20,15,7,8,220.0,91,30,64,46.9,14,31,45.2,17,17,100.0,6,25,31,10,12,9,3,27,167,0,0,49,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-09
29,Alexis Ajinca,CHA,21,29,9,20,178.2,68,25,66,37.9,0,2,0.0,18,26,69.2,9,20,29,3,11,7,6,33,135,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-09
1,Tyreke Evans,SAC,20,47,17,30,1735.0,955,348,756,46.0,24,92,26.1,235,298,78.9,45,179,224,242,135,73,22,127,1737,4,0,-204,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-10
2,Brandon Jennings,MIL,20,51,24,27,1727.1,861,311,828,37.6,92,241,38.2,147,183,80.3,31,147,178,316,131,64,15,121,1655,2,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-10
3,Stephen Curry,GSW,22,51,14,37,1760.4,757,284,622,45.7,89,205,43.4,100,115,87.0,21,175,196,250,136,95,13,171,1555,3,1,-114,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-10
4,Jonny Flynn,MIN,21,53,13,40,1550.5,736,268,641,41.8,49,142,34.5,151,184,82.1,17,113,130,229,146,56,2,74,1264,0,0,-369,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-10
5,Omri Casspi,SAC,22,50,17,33,1395.6,603,225,478,47.1,60,156,38.5,93,139,66.9,47,205,252,68,69,37,14,96,1091,4,0,-58,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-10
6,James Harden,OKC,20,51,30,21,1156.0,496,154,399,38.6,62,164,37.8,126,156,80.8,33,129,162,104,65,51,11,130,967,0,0,102,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-10
7,Ty Lawson,DEN,22,49,32,17,1099.4,464,169,330,51.2,30,70,42.9,96,122,78.7,37,69,106,170,65,40,2,78,907,0,0,153,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-10
8,Taj Gibson,CHI,25,51,25,26,1255.6,407,171,362,47.2,0,0,0.0,65,105,61.9,122,206,328,35,64,30,56,174,1047,5,0,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-10
9,Darren Collison,NOH,22,47,25,22,950.2,398,155,355,43.7,18,53,34.0,70,82,85.4,21,74,95,181,94,37,2,49,807,3,0,-101,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-10
10,DeMar DeRozan,TOR,20,47,25,22,995.5,389,146,310,47.1,4,14,28.6,93,121,76.9,41,99,140,31,41,30,16,108,701,0,0,-66,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-10
11,Wayne Ellington,MIN,22,51,13,38,913.9,326,130,302,43.0,36,99,36.4,30,37,81.1,26,87,113,48,46,16,2,47,542,0,0,-117,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-10
12,Terrence Williams,NJN,23,49,3,46,976.5,310,123,336,36.6,16,57,28.1,48,68,70.6,19,160,179,96,72,28,3,81,690,4,0,-201,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-10
13,Tyler Hansbrough,IND,24,29,11,18,510.8,246,81,225,36.0,0,4,0.0,84,113,74.3,60,78,138,28,21,17,8,70,508,3,0,-56,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-10
14,Eric Maynor,OKC,23,50,33,17,730.5,239,97,238,40.8,13,45,28.9,32,43,74.4,15,62,77,149,55,28,6,63,602,1,0,46,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-10
15,Jrue Holiday,PHI,20,43,17,26,779.2,231,87,228,38.2,26,72,36.1,31,39,79.5,25,62,87,114,61,34,9,77,574,0,0,-52,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-10
16,Serge Ibaka,OKC,20,43,25,18,707.3,219,97,189,51.3,1,1,100.0,24,45,53.3,75,137,212,6,40,15,44,102,619,1,0,-15,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-10
17,Austin Daye,DET,22,43,14,29,566.1,204,83,182,45.6,18,57,31.6,20,29,69.0,22,85,107,19,29,13,19,70,428,0,0,-56,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-10
18,Toney Douglas,NYK,24,29,12,17,374.0,184,74,153,48.4,24,67,35.8,12,14,85.7,12,20,32,25,25,13,1,45,277,0,0,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-10
19,Rodrigue Beaubois,DAL,22,34,20,14,363.2,172,68,138,49.3,21,51,41.2,15,19,78.9,7,30,37,40,35,16,4,47,301,0,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-10
20,DeMarre Carroll,MEM,23,48,24,24,609.4,161,66,165,40.0,0,6,0.0,29,46,63.0,40,65,105,27,23,20,6,89,383,0,0,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-10
21,Jeff Teague,ATL,22,45,30,15,435.6,132,51,149,34.2,4,20,20.0,26,29,89.7,3,39,42,78,32,23,9,53,363,0,0,-13,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-10
22,Hasheem Thabeet,MEM,23,47,24,23,504.8,125,47,79,59.5,0,0,0.0,31,52,59.6,50,92,142,4,22,10,56,94,477,0,0,-51,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-10
23,James Johnson,CHI,23,39,18,21,368.8,111,39,102,38.2,6,20,30.0,27,31,87.1,20,44,64,14,30,10,16,65,257,0,0,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-10
24,Earl Clark,PHX,22,36,24,12,302.5,101,43,116,37.1,1,3,33.3,14,22,63.6,12,29,41,17,20,6,11,18,207,0,0,-47,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-10
25,Jordan Hill,HOU,22,22,5,17,220.0,91,40,85,47.1,0,2,0.0,11,15,73.3,29,26,55,7,10,10,9,33,215,0,0,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-10
26,Gerald Henderson,CHA,22,28,15,13,219.7,70,22,64,34.4,4,14,28.6,22,29,75.9,8,22,30,8,9,5,5,16,139,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-10
27,Byron Mullens,OKC,21,9,7,2,36.6,10,5,12,41.7,0,0,0.0,0,0,0.0,3,5,8,1,4,2,0,9,23,0,0,-17,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-10
1,Blake Griffin,LAC,22,56,21,35,2122.7,1276,488,956,51.0,7,15,46.7,293,475,61.7,207,497,704,196,155,38,29,166,2461,46,0,-68,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-11
2,DeMarcus Cousins,SAC,20,52,12,40,1415.0,730,281,648,43.4,3,11,27.3,165,244,67.6,142,287,429,95,152,46,41,210,1496,14,0,-145,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-11
3,John Wall,WAS,20,42,12,30,1549.9,631,226,552,40.9,26,84,31.0,153,205,74.6,14,162,176,373,154,71,18,106,1515,18,1,-250,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-11
4,Wesley Johnson,MIN,23,55,13,42,1426.4,482,187,453,41.3,69,193,35.8,39,58,67.2,36,117,153,107,72,36,35,128,967,0,0,-78,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-11
5,Greg Monroe,DET,21,55,21,34,1392.6,409,165,312,52.9,0,0,0.0,79,140,56.4,140,212,352,49,53,52,26,127,1086,7,0,-136,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-11
6,Evan Turner,PHI,22,54,27,27,1329.0,388,153,374,40.9,10,37,27.0,72,90,80.0,24,213,237,113,54,34,9,100,917,2,0,-39,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-11
7,Eric Bledsoe,LAC,21,56,21,35,1349.6,368,139,345,40.3,20,83,24.1,70,90,77.8,48,120,168,215,132,59,22,99,1003,1,0,-176,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-11
8,Derrick Favors,UTA,19,56,17,39,1091.4,353,141,276,51.1,0,0,0.0,71,116,61.2,126,171,297,21,56,18,41,183,862,2,0,-153,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-11
9,Al-Farouq Aminu,LAC,20,55,20,35,963.6,332,115,297,38.7,38,111,34.2,64,87,73.6,56,131,187,38,77,44,17,83,719,0,0,-132,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-11
10,Paul George,IND,21,33,16,17,611.8,264,95,207,45.9,26,85,30.6,48,63,76.2,18,88,106,32,25,29,11,64,534,0,0,-45,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-11
11,Ed Davis,TOR,22,39,9,30,861.6,245,108,183,59.0,0,0,0.0,29,56,51.8,97,165,262,17,19,18,42,106,746,5,0,-199,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-11
12,Trevor Booker,WAS,23,48,13,35,631.5,183,76,144,52.8,0,0,0.0,31,47,66.0,56,83,139,17,28,19,23,74,473,2,0,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-11
13,Gordon Hayward,UTA,21,49,26,23,626.7,178,64,140,45.7,11,30,36.7,39,54,72.2,29,55,84,34,36,12,11,64,363,0,0,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-11
14,Greivis Vasquez,MEM,24,51,29,22,649.3,174,64,174,36.8,17,67,25.4,29,36,80.6,11,48,59,117,52,17,2,68,425,0,0,-30,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-11
15,Christian Eyenga,CLE,22,20,2,18,513.8,171,75,169,44.4,10,46,21.7,11,16,68.8,18,47,65,22,28,21,19,47,374,0,0,-150,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-11
16,Tiago Splitter,SAS,26,41,35,6,460.0,170,57,112,50.9,0,1,0.0,56,94,59.6,38,74,112,18,24,15,11,60,385,0,0,-49,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-11
17,Xavier Henry,MEM,20,37,19,18,519.2,161,63,156,40.4,2,17,11.8,33,52,63.5,9,28,37,18,13,11,3,48,261,0,0,-48,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-11
18,Larry Sanders,MIL,22,36,16,20,485.7,147,64,152,42.1,0,0,0.0,19,31,61.3,35,68,103,6,18,11,44,60,427,1,0,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-11
19,Quincy Pondexter,NOH,23,45,25,20,481.7,120,49,117,41.9,12,31,38.7,10,14,71.4,13,45,58,15,11,11,5,49,249,0,0,-36,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-11
20,Patrick Patterson,HOU,22,27,12,15,339.5,116,53,96,55.2,0,2,0.0,10,15,66.7,32,43,75,16,15,5,14,23,272,1,0,-54,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-11
21,Ekpe Udoh,GSW,24,31,18,13,421.5,91,38,80,47.5,0,0,0.0,15,24,62.5,27,47,74,20,21,8,28,58,297,0,0,69,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-11
22,Jordan Crawford,WAS,22,16,9,7,160.1,67,27,77,35.1,9,27,33.3,4,6,66.7,9,19,28,15,15,3,0,13,117,0,0,-34,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-11
22,Kevin Seraphin,WAS,21,30,7,23,267.8,67,27,66,40.9,0,0,0.0,13,18,72.2,40,26,66,5,19,4,17,58,198,0,0,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-11
24,Lazar Hayward,MIN,24,24,7,17,210.3,63,20,70,28.6,9,31,29.0,14,17,82.4,13,18,31,17,10,6,5,30,149,0,0,-63,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-11
25,Damion James,NJN,23,17,5,12,218.6,53,21,60,35.0,0,2,0.0,11,18,61.1,8,41,49,10,13,5,7,16,150,0,0,-26,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-11
